trade_date,crop_code,crop_name,market_code,market_name,average_price,volume,upper_price,middle_price,lower_price
2024-10-11,LB2,小白菜-蚵仔白,648,西螺鎮,47.7,13450.0,61.4,47.5,30.0
2024-10-12,LB2,小白菜-蚵仔白,648,西螺鎮,55.3,11060.0,73.6,54.9,35.0
2024-10-14,LB2,小白菜-蚵仔白,648,西螺鎮,55.0,11776.0,75.0,55.0,35.0
2024-10-15,LB2,小白菜-蚵仔白,648,西螺鎮,55.2,9620.0,73.0,54.7,35.0
2024-10-16,LB2,小白菜-蚵仔白,648,西螺鎮,46.8,14259.0,59.9,47.5,30.0
2024-10-17,LB2,小白菜-蚵仔白,648,西螺鎮,43.1,13944.0,54.7,45.0,25.0
2024-10-18,LB2,小白菜-蚵仔白,648,西螺鎮,31.5,17125.0,42.4,32.5,17.5
2024-10-19,LB2,小白菜-蚵仔白,648,西螺鎮,27.5,19859.0,37.0,27.5,17.5
2024-10-21,LB2,小白菜-蚵仔白,648,西螺鎮,25.1,22361.0,34.8,25.0,15.0
2024-10-22,LB2,小白菜-蚵仔白,648,西螺鎮,24.6,19384.0,32.3,25.0,15.0
2024-10-23,LB2,小白菜-蚵仔白,648,西螺鎮,24.7,20658.0,32.2,25.0,15.0
2024-10-24,LB2,小白菜-蚵仔白,648,西螺鎮,24.8,19227.0,32.0,25.0,15.0
2024-10-25,LB2,小白菜-蚵仔白,648,西螺鎮,27.6,19426.0,36.1,27.5,17.5
2024-10-26,LB2,小白菜-蚵仔白,648,西螺鎮,27.6,20272.0,36.1,27.5,17.5
2024-10-28,LB2,小白菜-蚵仔白,648,西螺鎮,27.6,24898.0,36.0,27.5,17.5
2024-10-29,LB2,小白菜-蚵仔白,648,西螺鎮,24.6,19321.0,32.3,25.0,15.0
2024-10-30,LB2,小白菜-蚵仔白,648,西螺鎮,25.1,25335.0,34.4,25.0,15.0
2024-10-31,LB2,小白菜-蚵仔白,648,西螺鎮,31.5,21480.0,42.5,32.5,17.5
2024-11-01,LB2,小白菜-蚵仔白,648,西螺鎮,29.5,17637.0,39.8,30.0,17.5
2024-11-02,LB2,小白菜-蚵仔白,648,西螺鎮,29.6,18128.0,39.8,30.0,17.5
2024-11-04,LB2,小白菜-蚵仔白,648,西螺鎮,29.6,21240.0,40.0,30.0,17.5
2024-11-05,LB2,小白菜-蚵仔白,648,西螺鎮,30.1,16942.0,42.3,30.0,17.5
2024-11-06,LB2,小白菜-蚵仔白,648,西螺鎮,37.8,14755.0,50.0,39.6,20.0
2024-11-07,LB2,小白菜-蚵仔白,648,西螺鎮,43.1,13541.0,54.5,44.8,25.0
2024-11-08,LB2,小白菜-蚵仔白,648,西螺鎮,46.5,12788.0,59.9,47.5,30.0
2024-11-09,LB2,小白菜-蚵仔白,648,西螺鎮,47.6,13627.0,62.4,47.5,30.0
2024-11-11,LB2,小白菜-蚵仔白,648,西螺鎮,46.8,15773.0,60.3,47.5,30.0
2024-11-12,LB2,小白菜-蚵仔白,648,西螺鎮,38.6,13602.0,50.0,40.0,22.5
2024-11-13,LB2,小白菜-蚵仔白,648,西螺鎮,30.0,18169.0,40.0,30.0,17.5
2024-11-14,LB2,小白菜-蚵仔白,648,西螺鎮,29.6,15450.0,40.0,30.0,17.5
2024-11-15,LB2,小白菜-蚵仔白,648,西螺鎮,29.8,18913.0,40.0,30.0,17.5
2024-11-16,LB2,小白菜-蚵仔白,648,西螺鎮,29.7,19940.0,40.0,30.0,17.5
2024-11-18,LB2,小白菜-蚵仔白,648,西螺鎮,29.7,21241.0,39.9,30.0,17.5
2024-11-19,LB2,小白菜-蚵仔白,648,西螺鎮,36.1,14954.0,46.2,37.3,20.0
2024-11-20,LB2,小白菜-蚵仔白,648,西螺鎮,43.1,14096.0,54.7,45.0,25.0
2024-11-21,LB2,小白菜-蚵仔白,648,西螺鎮,47.5,12162.0,64.1,47.5,30.0
2024-11-22,LB2,小白菜-蚵仔白,648,西螺鎮,50.1,11428.0,69.8,50.0,30.0
2024-11-23,LB2,小白菜-蚵仔白,648,西螺鎮,47.6,11942.0,64.4,47.5,30.0
2024-11-25,LB2,小白菜-蚵仔白,648,西螺鎮,46.6,14486.0,58.7,47.5,30.0
2024-11-26,LB2,小白菜-蚵仔白,648,西螺鎮,38.7,13722.0,50.0,40.0,22.5
2024-11-27,LB2,小白菜-蚵仔白,648,西螺鎮,34.2,16389.0,44.2,35.0,20.0
2024-11-28,LB2,小白菜-蚵仔白,648,西螺鎮,34.1,14554.0,44.4,35.0,20.0
2024-11-29,LB2,小白菜-蚵仔白,648,西螺鎮,34.3,17052.0,44.0,35.0,20.0
2024-11-30,LB2,小白菜-蚵仔白,648,西螺鎮,34.1,17479.0,44.6,35.0,20.0
2024-12-02,LB2,小白菜-蚵仔白,648,西螺鎮,34.1,19155.0,44.5,35.0,20.0
2024-12-03,LB2,小白菜-蚵仔白,648,西螺鎮,34.1,15231.0,44.5,35.0,20.0
2024-12-04,LB2,小白菜-蚵仔白,648,西螺鎮,31.7,16885.0,42.2,32.5,17.5
2024-12-05,LB2,小白菜-蚵仔白,648,西螺鎮,27.5,16669.0,37.3,27.5,17.5
2024-12-06,LB2,小白菜-蚵仔白,648,西螺鎮,25.2,20194.0,34.4,25.0,15.0
2024-12-07,LB2,小白菜-蚵仔白,648,西螺鎮,24.7,22267.0,32.1,25.0,15.0
2024-12-09,LB2,小白菜-蚵仔白,648,西螺鎮,22.1,23188.0,30.0,22.5,12.5
2024-12-10,LB2,小白菜-蚵仔白,648,西螺鎮,22.2,19444.0,30.0,22.5,12.5
2024-12-11,LB2,小白菜-蚵仔白,648,西螺鎮,22.1,20107.0,30.0,22.5,12.5
2024-12-12,LB2,小白菜-蚵仔白,648,西螺鎮,19.0,19948.0,25.0,20.0,10.0
2024-12-13,LB2,小白菜-蚵仔白,648,西螺鎮,17.1,23488.0,22.2,17.5,10.0
2024-12-14,LB2,小白菜-蚵仔白,648,西螺鎮,15.1,25538.0,20.0,15.0,10.0
2024-12-16,LB2,小白菜-蚵仔白,648,西螺鎮,15.1,26950.0,20.0,15.0,10.0
2024-12-17,LB2,小白菜-蚵仔白,648,西螺鎮,15.3,21932.0,20.0,15.0,10.0
2024-12-18,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,23700.0,17.5,12.5,7.5
2024-12-19,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,22875.0,17.4,12.5,7.5
2024-12-20,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,24504.0,17.5,12.5,7.5
2024-12-21,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,26036.0,17.5,12.5,7.5
2024-12-23,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,27300.0,17.5,12.5,7.5
2024-12-24,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,23460.0,17.5,12.5,7.5
2024-12-25,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,24300.0,17.5,12.5,7.5
2024-12-26,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,23030.0,17.4,12.5,7.5
2024-12-27,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,26161.0,17.5,12.5,7.5
2024-12-28,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,24384.0,17.5,12.5,7.5
2024-12-30,LB2,小白菜-蚵仔白,648,西螺鎮,12.4,28074.0,17.5,12.4,7.5
2024-12-31,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,22916.0,17.5,12.5,7.5
2025-01-01,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,24478.0,17.4,12.5,7.5
2025-01-02,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,22448.0,17.5,12.5,7.5
2025-01-03,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,25361.0,17.3,12.5,7.5
2025-01-04,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,26285.0,17.3,12.4,7.5
2025-01-06,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,27436.0,17.5,12.5,7.5
2025-01-07,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,23528.0,17.5,12.5,7.5
2025-01-08,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,24590.0,17.4,12.5,7.5
2025-01-09,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,22824.0,17.5,12.5,7.5
2025-01-10,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25664.0,15.0,12.5,7.5
2025-01-11,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,27438.0,15.0,12.5,7.5
2025-01-13,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,28255.0,15.0,12.5,7.5
2025-01-14,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,23515.0,15.0,12.5,7.5
2025-01-15,LB2,小白菜-蚵仔白,648,西螺鎮,12.1,25640.0,15.0,12.5,7.5
2025-01-16,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,23210.0,15.0,12.5,7.5
2025-01-17,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25768.0,15.0,12.5,7.5
2025-01-18,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,27549.0,15.0,12.5,7.5
2025-01-20,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,28560.0,15.0,12.5,7.5
2025-01-21,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,24701.0,15.0,12.5,7.5
2025-01-22,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,24796.0,15.0,12.5,7.5
2025-01-23,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,23844.0,15.0,12.5,7.5
2025-01-24,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25112.0,15.0,12.5,7.5
2025-01-25,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,26379.0,15.0,12.5,7.5
2025-01-26,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,24488.0,15.0,12.5,7.5
2025-01-27,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,14821.0,15.0,12.5,7.5
2025-02-02,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,13200.0,17.5,12.5,7.5
2025-02-03,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,27325.0,17.5,12.5,7.5
2025-02-04,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,23500.0,17.5,12.5,7.5
2025-02-05,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,24280.0,17.5,12.5,7.5
2025-02-06,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,17050.0,17.4,12.5,7.5
2025-02-07,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,24785.0,17.4,12.5,7.5
2025-02-08,LB2,小白菜-蚵仔白,648,西螺鎮,15.0,25014.0,20.0,15.0,10.0
2025-02-10,LB2,小白菜-蚵仔白,648,西螺鎮,15.0,26524.0,20.0,15.0,10.0
2025-02-11,LB2,小白菜-蚵仔白,648,西螺鎮,17.0,21816.0,22.4,17.5,10.0
2025-02-12,LB2,小白菜-蚵仔白,648,西螺鎮,21.5,13427.0,27.5,22.5,12.5
2025-02-13,LB2,小白菜-蚵仔白,648,西螺鎮,21.5,15440.0,27.5,22.5,12.5
2025-02-14,LB2,小白菜-蚵仔白,648,西螺鎮,21.5,21234.0,27.5,22.5,12.5
2025-02-15,LB2,小白菜-蚵仔白,648,西螺鎮,19.0,23148.0,25.0,20.0,10.0
2025-02-17,LB2,小白菜-蚵仔白,648,西螺鎮,17.1,26590.0,22.1,17.5,10.0
2025-02-18,LB2,小白菜-蚵仔白,648,西螺鎮,15.0,22174.0,20.0,15.0,10.0
2025-02-19,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,24305.0,17.5,12.5,7.5
2025-02-20,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,23700.0,15.0,12.5,7.5
2025-02-21,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25268.0,15.0,12.5,7.5
2025-02-22,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,27000.0,15.0,12.4,7.5
2025-02-24,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,28429.0,15.0,12.5,7.5
2025-02-25,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,24544.0,15.0,12.5,7.5
2025-02-26,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25021.0,15.0,12.5,7.5
2025-02-27,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,23949.0,15.0,12.5,7.5
2025-02-28,LB2,小白菜-蚵仔白,648,西螺鎮,12.1,25927.0,15.0,12.5,7.5
2025-03-01,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,27180.0,15.0,12.5,7.5
2025-03-03,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,28475.0,15.0,12.5,7.5
2025-03-04,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,24676.0,15.0,12.5,7.5
2025-03-05,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25130.0,15.0,12.5,7.5
2025-03-06,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,23756.0,15.0,12.5,7.5
2025-03-07,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25864.0,15.0,12.5,7.5
2025-03-08,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,26806.0,15.0,12.5,7.5
2025-03-10,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,28858.0,15.0,12.4,7.5
2025-03-11,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,24004.0,15.0,12.5,7.5
2025-03-12,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25389.0,15.0,12.5,7.5
2025-03-13,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,23535.0,15.0,12.5,7.5
2025-03-14,LB2,小白菜-蚵仔白,648,西螺鎮,12.1,24743.0,15.0,12.5,7.5
2025-03-15,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25994.0,15.0,12.5,7.5
2025-03-17,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,28539.0,15.0,12.5,7.5
2025-03-18,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,24278.0,15.0,12.5,7.5
2025-03-19,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25504.0,15.0,12.5,7.5
2025-03-20,LB2,小白菜-蚵仔白,648,西螺鎮,12.1,23895.0,15.0,12.5,7.5
2025-03-21,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25358.0,15.0,12.5,7.5
2025-03-22,LB2,小白菜-蚵仔白,648,西螺鎮,15.0,24873.0,20.0,15.0,10.0
2025-03-24,LB2,小白菜-蚵仔白,648,西螺鎮,15.1,27182.0,19.9,15.0,10.0
2025-03-25,LB2,小白菜-蚵仔白,648,西螺鎮,19.0,21273.0,25.0,20.0,10.0
2025-03-26,LB2,小白菜-蚵仔白,648,西螺鎮,21.5,20162.0,27.5,22.4,12.5
2025-03-27,LB2,小白菜-蚵仔白,648,西螺鎮,21.5,19084.0,27.5,22.5,12.5
2025-03-28,LB2,小白菜-蚵仔白,648,西螺鎮,19.1,19855.0,25.0,20.0,10.0
2025-03-29,LB2,小白菜-蚵仔白,648,西螺鎮,17.1,24356.0,22.2,17.5,10.0
2025-03-31,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,28085.0,17.3,12.4,7.5
2025-04-01,LB2,小白菜-蚵仔白,648,西螺鎮,12.5,23837.0,17.3,12.4,7.5
2025-04-02,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,24893.0,15.0,12.5,7.5
2025-04-03,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,23849.0,15.0,12.5,7.5
2025-04-05,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,23972.0,15.0,12.5,7.5
2025-04-07,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,28436.0,15.0,12.5,7.5
2025-04-08,LB2,小白菜-蚵仔白,648,西螺鎮,12.1,25316.0,15.0,12.5,7.5
2025-04-09,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25429.0,15.0,12.5,7.5
2025-04-10,LB2,小白菜-蚵仔白,648,西螺鎮,12.1,23592.0,15.0,12.5,7.5
2025-04-11,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,25200.0,15.0,12.5,7.5
2025-04-12,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,26745.0,15.0,12.5,7.5
2025-04-14,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,28404.0,15.0,12.5,7.5
2025-04-15,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,24931.0,15.0,12.5,7.5
2025-04-16,LB2,小白菜-蚵仔白,648,西螺鎮,12.0,24922.0,15.0,12.5,7.5
2025-04-17,LB2,小白菜-蚵仔白,648,西螺鎮,9.6,24761.0,12.7,10.0,5.0
2025-04-18,LB2,小白菜-蚵仔白,648,西螺鎮,9.5,26374.0,12.5,10.0,5.0
2025-04-19,LB2,小白菜-蚵仔白,648,西螺鎮,9.5,28148.0,12.5,10.0,5.0
2025-04-21,LB2,小白菜-蚵仔白,648,西螺鎮,9.5,29820.0,12.5,10.0,5.0
2025-04-22,LB2,小白菜-蚵仔白,648,西螺鎮,9.5,25076.0,12.5,10.0,5.0
